,ZIP,LAT,LONG,CITY,STATE,COUNTY,STORE_ID,STORE
412,56069,44.446667000000005,-92.285,Montgomery,MN,Le Sueur County,1211,Northfield
413,55041,44.446667000000005,-91.035,Lake City,MN,Wabasha County,1522,Red Wing
414,54611,44.446667000000005,-89.785,Alma Center,WI,Jackson County,1774,Eau Claire
415,54475,44.446667000000005,-88.535,Rudolph,WI,Wood County,806,Stevens Point
416,54106,44.446667000000005,-87.285,Black Creek,WI,Outagamie County,238,Appleton
417,54201,44.446667000000005,-86.035,Algoma,WI,Kewaunee County,1246,Sturgeon Bay
418,49645,44.446667000000005,-84.785,Kaleva,MI,Manistee County,671,Traverse City
419,49667,44.446667000000005,-83.535,Merritt,MI,Missaukee County,671,Traverse City
420,48750,44.446667000000005,-82.285,Oscoda,MI,Iosco County,672,Midland
421,13640,44.446667000000005,-74.785,Wellesley Island,NY,Jefferson County,2253,Watertown
422,97107,45.696667000000005,-122.285,Bay City,OR,Tillamook County,362,Hillsboro
423,98671,45.696667000000005,-121.035,Washougal,WA,Clark County,1406,Fairview
424,98613,45.696667000000005,-119.785,Centerville,WA,Klickitat County,760,Yakima
425,97818,45.696667000000005,-118.535,Boardman,OR,Morrow County,2314,Richland
426,97810,45.696667000000005,-117.285,Adams,OR,Umatilla County,830,Kennewick
427,97828,45.696667000000005,-116.035,Enterprise,OR,Wallowa County,3407,Moscow West Pullman Road
428,83554,45.696667000000005,-114.785,White Bird,ID,Idaho County,3407,Moscow West Pullman Road
429,83525,45.696667000000005,-113.535,Elk City,ID,Idaho County,3407,Moscow West Pullman Road
430,59761,45.696667000000005,-112.285,Wisdom,MT,Beaverhead County,885,Missoula
431,59751,45.696667000000005,-111.035,Silver Star,MT,Madison County,1237,Bozeman
432,59715,45.696667000000005,-109.785,Bozeman,MT,Gallatin County,1237,Bozeman
433,59033,45.696667000000005,-108.535,Greycliff,MT,Sweet Grass County,171,Billings West
434,59102,45.696667000000005,-107.285,Billings,MT,Yellowstone County,171,Billings West
435,59031,45.696667000000005,-106.035,Garryowen,MT,Big Horn County,1333,Billings Heights
436,59003,45.696667000000005,-104.785,Ashland,MT,Rosebud County,0,
437,59324,45.696667000000005,-103.535,Ekalaka,MT,Carter County,0,
438,57720,45.696667000000005,-102.285,Buffalo,SD,Harding County,0,
439,57638,45.696667000000005,-101.035,Lemmon,SD,Perkins County,2194,Bismarck
440,57642,45.696667000000005,-99.785,Mc Laughlin,SD,Corson County,2194,Bismarck
441,57646,45.696667000000005,-98.535,Mound City,SD,Campbell County,848,Aberdeen
442,57441,45.696667000000005,-97.285,Frederick,SD,Brown County,848,Aberdeen
443,57247,45.696667000000005,-96.035,Lake City,SD,Marshall County,848,Aberdeen
444,56235,45.696667000000005,-94.785,Donnelly,MN,Stevens County,821,Alexandria
445,56352,45.696667000000005,-93.535,Melrose,MN,Stearns County,215,St Cloud Crossroads
446,55017,45.696667000000005,-92.285,Dalbo,MN,Isanti County,1303,Cambridge
447,54837,45.696667000000005,-91.035,Frederic,WI,Polk County,1303,Cambridge
448,54862,45.696667000000005,-89.785,Ojibwa,WI,Sawyer County,1774,Eau Claire
449,54531,45.696667000000005,-88.535,Hazelhurst,WI,Oneida County,364,Wausau
450,54103,45.696667000000005,-87.285,Armstrong Creek,WI,Forest County,364,Wausau
451,49896,45.696667000000005,-86.035,Wilson,MI,Menominee County,1246,Sturgeon Bay
452,49782,45.696667000000005,-84.785,Beaver Island,MI,Charlevoix County,671,Traverse City
453,49755,45.696667000000005,-83.535,Levering,MI,Emmet County,671,Traverse City
454,49726,45.696667000000005,-82.285,Drummond Island,MI,Chippewa County,0,
455,98537,46.946667000000005,-122.285,Cosmopolis,WA,Grays Harbor County,607,Olympia
456,98328,46.946667000000005,-121.035,Eatonville,WA,Pierce County,2136,Puyallup South
457,98929,46.946667000000005,-119.785,Naches,WA,Yakima County,0,
458,99357,46.946667000000005,-118.535,Royal City,WA,Grant County,760,Yakima
459,99341,46.946667000000005,-117.285,Lind,WA,Adams County,830,Kennewick
460,99161,46.946667000000005,-116.035,Palouse,WA,Whitman County,3407,Moscow West Pullman Road
461,83812,46.946667000000005,-114.785,Clarkia,ID,Shoshone County,3407,Moscow West Pullman Road
462,59872,46.946667000000005,-113.535,Superior,MT,Mineral County,885,Missoula
463,59823,46.946667000000005,-112.285,Bonner,MT,Missoula County,885,Missoula
464,59633,46.946667000000005,-111.035,Canyon Creek,MT,Lewis and Clark County,1282,Helena
465,59463,46.946667000000005,-109.785,Monarch,MT,Cascade County,253,Great Falls
466,59464,46.946667000000005,-108.535,Moore,MT,Fergus County,253,Great Falls
467,59032,46.946667000000005,-107.285,Grass Range,MT,Fergus County,1333,Billings Heights
468,59077,46.946667000000005,-106.035,Sand Springs,MT,Garfield County,0,
469,59214,46.946667000000005,-104.785,Brockway,MT,McCone County,0,
470,59326,46.946667000000005,-103.535,Fallon,MT,Prairie County,0,
471,58645,46.946667000000005,-102.285,Medora,ND,Billings County,0,
472,58652,46.946667000000005,-101.035,Richardton,ND,Stark County,2194,Bismarck
473,58530,46.946667000000005,-99.785,Center,ND,Oliver County,2194,Bismarck
474,58428,46.946667000000005,-98.535,Dawson,ND,Kidder County,2194,Bismarck
475,58481,46.946667000000005,-97.285,Spiritwood,ND,Barnes County,61,Fargo
476,58079,46.946667000000005,-96.035,Wheatland,ND,Cass County,61,Fargo
477,56554,46.946667000000005,-94.785,Lake Park,MN,Becker County,658,Moorhead
478,56467,46.946667000000005,-93.535,Nevis,MN,Hubbard County,657,Bemidji
479,55748,46.946667000000005,-92.285,Hill City,MN,Aitkin County,904,Grand Rapids
480,55779,46.946667000000005,-91.035,Saginaw,MN,St. Louis County,4,Duluth
481,54814,46.946667000000005,-89.785,Bayfield,WI,Bayfield County,4,Duluth
482,49953,46.946667000000005,-88.535,Ontonagon,MI,Ontonagon County,1334,Marquette
483,49916,46.946667000000005,-87.285,Chassell,MI,Houghton County,1334,Marquette
484,49855,46.946667000000005,-86.035,Marquette,MI,Marquette County,1334,Marquette
485,98381,48.196667000000005,-123.535,Sekiu,WA,Clallam County,606,Silverdale
486,98362,48.196667000000005,-122.285,Port Angeles,WA,Clallam County,606,Silverdale
487,98292,48.196667000000005,-121.035,Stanwood,WA,Snohomish County,2192,Marysville
488,98237,48.196667000000005,-119.785,Concrete,WA,Skagit County,696,Burlington
489,98812,48.196667000000005,-118.535,Brewster,WA,Okanogan County,1064,Wenatchee
490,99138,48.196667000000005,-117.285,Inchelium,WA,Ferry County,636,North Spokane
491,99156,48.196667000000005,-116.035,Newport,WA,Pend Oreille County,636,North Spokane
492,59844,48.196667000000005,-114.785,Heron,MT,Sanders County,679,Coeur d'Alene
493,59925,48.196667000000005,-113.535,Marion,MT,Flathead County,1540,Kalispell
494,59901,48.196667000000005,-112.285,Kalispell,MT,Flathead County,1540,Kalispell
495,59467,48.196667000000005,-111.035,Pendroy,MT,Teton County,253,Great Falls
496,59420,48.196667000000005,-109.785,Carter,MT,Chouteau County,253,Great Falls
497,59521,48.196667000000005,-108.535,Box Elder,MT,Hill County,253,Great Falls
498,59524,48.196667000000005,-107.285,Dodson,MT,Phillips County,0,
499,59538,48.196667000000005,-106.035,Malta,MT,Phillips County,0,
500,59225,48.196667000000005,-104.785,Frazer,MT,Valley County,0,
501,59213,48.196667000000005,-103.535,Brockton,MT,Richland County,0,
502,58843,48.196667000000005,-102.285,Epping,ND,Williams County,85,Minot
503,58769,48.196667000000005,-101.035,Palermo,ND,Mountrail County,85,Minot
504,58768,48.196667000000005,-99.785,Norwich,ND,McHenry County,85,Minot
505,58332,48.196667000000005,-98.535,Esmond,ND,Benson County,85,Minot
506,58327,48.196667000000005,-97.285,Crary,ND,Ramsey County,1783,Grand Forks
507,58261,48.196667000000005,-96.035,Minto,ND,Walsh County,1783,Grand Forks
508,56701,48.196667000000005,-94.785,Thief River Falls,MN,Pennington County,1783,Grand Forks
509,56685,48.196667000000005,-93.535,Waskish,MN,Beltrami County,657,Bemidji
510,56627,48.196667000000005,-92.285,Big Falls,MN,Koochiching County,657,Bemidji
511,55725,48.196667000000005,-91.035,Crane Lake,MN,St. Louis County,847,Virginia
512,55605,48.196667000000005,-88.535,Grand Portage,MN,Cook County,0,
